Repeat,mRate,EPC_MorseA,TempNoise,RunID,TrialName
R_1,1e-7,0.3,0.5,ID_501,A_Test
R_2,1e-7,0.3,0.5,ID_502,A_Test
R_3,1e-7,0.3,0.5,ID_503,A_Test
R_4,1e-7,0.3,0.5,ID_504,A_Test
R_5,1e-7,0.3,0.5,ID_505,A_Test
R_6,1e-7,0.3,0.5,ID_506,A_Test
R_7,1e-7,0.3,0.5,ID_507,A_Test
R_8,1e-7,0.3,0.5,ID_508,A_Test
R_9,1e-7,0.3,0.5,ID_509,A_Test
R_10,1e-7,0.3,0.5,ID_510,A_Test
R_11,1e-7,0.3,0.5,ID_511,A_Test
R_12,1e-7,0.3,0.5,ID_512,A_Test
R_13,1e-7,0.3,0.5,ID_513,A_Test
R_14,1e-7,0.3,0.5,ID_514,A_Test
R_15,1e-7,0.3,0.5,ID_515,A_Test
R_16,1e-7,0.3,0.5,ID_516,A_Test
R_17,1e-7,0.3,0.5,ID_517,A_Test
R_18,1e-7,0.3,0.5,ID_518,A_Test
R_19,1e-7,0.3,0.5,ID_519,A_Test
R_20,1e-7,0.3,0.5,ID_520,A_Test
R_21,1e-7,0.3,0.5,ID_521,A_Test
R_22,1e-7,0.3,0.5,ID_522,A_Test
R_23,1e-7,0.3,0.5,ID_523,A_Test
R_24,1e-7,0.3,0.5,ID_524,A_Test
R_25,1e-7,0.3,0.5,ID_525,A_Test
R_26,1e-7,0.3,0.5,ID_526,A_Test
R_27,1e-7,0.3,0.5,ID_527,A_Test
R_28,1e-7,0.3,0.5,ID_528,A_Test
R_29,1e-7,0.3,0.5,ID_529,A_Test
R_30,1e-7,0.3,0.5,ID_530,A_Test
R_31,1e-7,0.3,0.5,ID_531,A_Test
R_32,1e-7,0.3,0.5,ID_532,A_Test
R_33,1e-7,0.3,0.5,ID_533,A_Test
R_34,1e-7,0.3,0.5,ID_534,A_Test
R_35,1e-7,0.3,0.5,ID_535,A_Test
R_36,1e-7,0.3,0.5,ID_536,A_Test
R_37,1e-7,0.3,0.5,ID_537,A_Test
R_38,1e-7,0.3,0.5,ID_538,A_Test
R_39,1e-7,0.3,0.5,ID_539,A_Test
R_40,1e-7,0.3,0.5,ID_540,A_Test
R_41,1e-7,0.3,0.5,ID_541,A_Test
R_42,1e-7,0.3,0.5,ID_542,A_Test
R_43,1e-7,0.3,0.5,ID_543,A_Test
R_44,1e-7,0.3,0.5,ID_544,A_Test
R_45,1e-7,0.3,0.5,ID_545,A_Test
R_46,1e-7,0.3,0.5,ID_546,A_Test
R_47,1e-7,0.3,0.5,ID_547,A_Test
R_48,1e-7,0.3,0.5,ID_548,A_Test
R_49,1e-7,0.3,0.5,ID_549,A_Test
R_50,1e-7,0.3,0.5,ID_550,A_Test
R_51,1e-7,0.3,0.5,ID_551,A_Test
R_52,1e-7,0.3,0.5,ID_552,A_Test
R_53,1e-7,0.3,0.5,ID_553,A_Test
R_54,1e-7,0.3,0.5,ID_554,A_Test
R_55,1e-7,0.3,0.5,ID_555,A_Test
R_56,1e-7,0.3,0.5,ID_556,A_Test
R_57,1e-7,0.3,0.5,ID_557,A_Test
R_58,1e-7,0.3,0.5,ID_558,A_Test
R_59,1e-7,0.3,0.5,ID_559,A_Test
R_60,1e-7,0.3,0.5,ID_560,A_Test
R_61,1e-7,0.3,0.5,ID_561,A_Test
R_62,1e-7,0.3,0.5,ID_562,A_Test
R_63,1e-7,0.3,0.5,ID_563,A_Test
R_64,1e-7,0.3,0.5,ID_564,A_Test
R_65,1e-7,0.3,0.5,ID_565,A_Test
R_66,1e-7,0.3,0.5,ID_566,A_Test
R_67,1e-7,0.3,0.5,ID_567,A_Test
R_68,1e-7,0.3,0.5,ID_568,A_Test
R_69,1e-7,0.3,0.5,ID_569,A_Test
R_70,1e-7,0.3,0.5,ID_570,A_Test
R_71,1e-7,0.3,0.5,ID_571,A_Test
R_72,1e-7,0.3,0.5,ID_572,A_Test
R_73,1e-7,0.3,0.5,ID_573,A_Test
R_74,1e-7,0.3,0.5,ID_574,A_Test
R_75,1e-7,0.3,0.5,ID_575,A_Test
R_76,1e-7,0.3,0.5,ID_576,A_Test
R_77,1e-7,0.3,0.5,ID_577,A_Test
R_78,1e-7,0.3,0.5,ID_578,A_Test
R_79,1e-7,0.3,0.5,ID_579,A_Test
R_80,1e-7,0.3,0.5,ID_580,A_Test
R_81,1e-7,0.3,0.5,ID_581,A_Test
R_82,1e-7,0.3,0.5,ID_582,A_Test
R_83,1e-7,0.3,0.5,ID_583,A_Test
R_84,1e-7,0.3,0.5,ID_584,A_Test
R_85,1e-7,0.3,0.5,ID_585,A_Test
R_86,1e-7,0.3,0.5,ID_586,A_Test
R_87,1e-7,0.3,0.5,ID_587,A_Test
R_88,1e-7,0.3,0.5,ID_588,A_Test
R_89,1e-7,0.3,0.5,ID_589,A_Test
R_90,1e-7,0.3,0.5,ID_590,A_Test
R_91,1e-7,0.3,0.5,ID_591,A_Test
R_92,1e-7,0.3,0.5,ID_592,A_Test
R_93,1e-7,0.3,0.5,ID_593,A_Test
R_94,1e-7,0.3,0.5,ID_594,A_Test
R_95,1e-7,0.3,0.5,ID_595,A_Test
R_96,1e-7,0.3,0.5,ID_596,A_Test
R_97,1e-7,0.3,0.5,ID_597,A_Test
R_98,1e-7,0.3,0.5,ID_598,A_Test
R_99,1e-7,0.3,0.5,ID_599,A_Test
R_100,1e-7,0.3,0.5,ID_600,A_Test
